"library website","base url",type,"type 2",country,name,available,wildcards,funding,size,"total collection",books,Articles,Journals,gov-docs,dissertations,archival-manuscripts,newspaper-articles,magazines,"subset of","duplicate of",original,"bulk data","api endpoint","api endpoint 2","api 3",protocol,"AI Notes 1","AI Notes 2"
https://www.ga.gov.au/,—,national,—,Australia,"Geoscience Australia",—,—,"Australia Government (national)",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Collection: 20,000+ mineral specimens, 45,000 palaeontological specimens, 1M+ unpublished fossils. No public API identified."
https://search.informit.org/,—,private,—,Australia,Informit,—,—,—,small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Australian academic research database. 1.5M+ full-text articles, 4,300+ publications. No public API."
https://www.ldaca.edu.au/,—,national,—,Australia,"Language Data Commons of Australia",—,—,"Australia Government (national)",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Language data commons: 675 collections, 37,510 items, 405,289 files. No public API identified."
https://www.monlib.vic.gov.au/Home,—,public,library,Australia,"Monash Public Library Service",—,no,"Local government",medium,—,—,—,—,—,—,—,—,—,—,—,—,yes,"pubcat.monlib.vic.gov.au : 210",—,—,z39.50,—,"Public library service. Z39.50 via Monlib."
https://collections.museumsvictoria.com.au/,—,state,—,Australia,"Museums Victoria Collections",—,—,"Australia state government",huge,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Collection: 17 million items. Website provides access to 1.15M records. No public API identified."
https://www.nfsa.gov.au/,—,national,media,Australia,"National Film and Sound Archive of Australia",—,—,"Australia Government (national)",large,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Collection: 4+ million items. No public API identified."
https://www.nma.gov.au/,—,national,—,Australia,"National Museum of Australia",—,—,"Australia Government (national)",small,"250,000 objects",—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Collection: 250,000 objects. No public API identified."
https://www.records.nsw.gov.au/,—,state,—,Australia,"NSW State Archives Collection",—,—,"Australia state government",large,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Collection: 14+ million items, 89 linear km. No public API identified."
https://prov.vic.gov.au/,—,state,—,Australia,"Public Record Office Victoria",—,—,"Australia state government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Collection: 100 km of records, 600,000 digital records. No public API identified."
https://www.rba.gov.au/,—,national,—,Australia,"Reserve Bank of Australia",—,—,"Australia Government (national)",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Central bank. Publishes statistics and data. No public API identified (some data available via ABS)."
https://archives.sa.gov.au/,—,state,—,Australia,"State Records of South Australia",—,—,"Australia state government",medium,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Collection: 13+ million items, 90 linear km. No public API identified."
https://www.sclqld.org.au/,—,state,—,Australia,"Supreme Court Library Queensland",—,—,"Australia state government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Collection: 160,000+ print materials, 65,000+ online resources. No public API."
https://www.moadoph.gov.au/,https://www.moadoph.gov.au/,national,museum,Australia,"Museum of Australian Democracy (Old Parliament House)",—,—,"Australian Government",small,"35,000+ objects",—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Museum of Australian Democracy. Collection: 35,000+ objects. No API."
https://portal.aodn.org.au,https://portal.aodn.org.au,national,"data portal",Australia,"Australian Ocean Data Network (AODN) Portal",—,—,"IMOS / Australian Government research infrastructure",medium,—,—,—,—,—,—,—,—,—,—,—,—,no,https://portal.aodn.org.au,—,—,"rest api / wms / wfs / csw / oai-pmh",—,"AODN Data Portal. Provides REST API, WMS, WFS, CSW, OAI-PMH services."
https://www.data.act.gov.au/,https://www.data.act.gov.au/,state,opendata,Australia,"ACT Government Open Data Portal",—,—,"Australia state government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,https://www.data.act.gov.au/,—,—,"ckan api",—,"ACT Government open data portal. CKAN API."
https://data.nsw.gov.au/,https://data.nsw.gov.au/,state,opendata,Australia,"NSW Government Open Data Portal",—,—,"Australia state government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,https://data.nsw.gov.au/,—,—,"ckan api",—,"NSW Government open data portal. CKAN API."
https://discover.data.vic.gov.au/,https://discover.data.vic.gov.au/,state,opendata,Australia,"Victorian Government Open Data Portal",—,—,"Australia state government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,https://discover.data.vic.gov.au/,—,—,"ckan api",—,"Victorian Government open data portal. CKAN API."
https://data.sa.gov.au/,https://data.sa.gov.au/,state,opendata,Australia,"South Australian Government Open Data Portal",—,—,"Australia state government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,https://data.sa.gov.au/,—,—,"ckan api",—,"South Australian Government open data portal. CKAN API."
https://www.data.tas.gov.au/,https://www.data.tas.gov.au/,state,opendata,Australia,"Tasmanian Government Open Data Portal",—,—,"Australia state government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,https://www.data.tas.gov.au/,—,—,"ckan api",—,"Tasmanian Government open data portal. CKAN API."
https://www.data.qld.gov.au/,https://www.data.qld.gov.au/,state,opendata,Australia,"Queensland Government Open Data Portal",—,—,"Australia state government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,https://www.data.qld.gov.au/,—,—,"ckan api",—,"Queensland Government open data portal. CKAN API."
https://data.wa.gov.au/,https://data.wa.gov.au/,state,opendata,Australia,"Western Australian Government Open Data Portal",—,—,"Australia state government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,https://data.wa.gov.au/,—,—,"ckan api",—,"Western Australian Government open data portal. CKAN API."
https://www.unsw.adfa.edu.au/library,https://www.unsw.adfa.edu.au/library,academic,library,Australia,"UNSW Canberra (ADFA) Library",—,—,"UNSW Canberra (public university)",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"UNSW Canberra (ADFA) Library. No public API found."
https://www.bbi.catholic.edu.au/library,https://www.bbi.catholic.edu.au/library,religious,library,Australia,"BBI Library (duplicate entry)",—,—,"BBI-The Australian Institute of Theological Education",medium,—,—,—,—,—,—,—,—,—,—,—,—,no,—,—,—,—,—,"Duplicate of BBI library entry above."
https://libraries.tas.gov.au/slat/open-data/,https://libraries.tas.gov.au/slat/open-data/,state,opendata,Australia,"Libraries Tasmania Open Data",—,—,"Tasmanian Government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Libraries Tasmania open data. No API found."
https://www.slq.qld.gov.au/get-involved/open-data,https://www.slq.qld.gov.au/get-involved/open-data,state,opendata,Australia,"State Library of Queensland Open Data",—,—,"Queensland Government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"State Library of Queensland open data. No API found."
https://www.slsa.sa.gov.au/open-data-sets,https://www.slsa.sa.gov.au/open-data-sets,state,opendata,Australia,"State Library of South Australia Open Data",—,—,"South Australian Government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"State Library of South Australia open data. No API found."
https://slwa.wa.gov.au/collections/wa-open-data,https://slwa.wa.gov.au/collections/wa-open-data,state,opendata,Australia,"State Library of Western Australia Open Data",—,—,"Western Australian Government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"State Library of Western Australia open data. No API found."
https://dataplace.gov.au/,https://dataplace.gov.au/,national,opendata,Australia,Dataplace,—,—,"Australian Government",small,—,—,—,—,—,—,—,—,—,—,—,—,no,"https://dataplace.gov.au/ (likely CKAN)",—,—,"ckan api (likely)",—,"Dataplace.gov.au - Australian Government data portal. Likely CKAN API."
https://apo.org.au/,https://apo.org.au/,national,"policy repository",Australia,"Analysis & Policy Observatory (APO)",—,—,"Consortium of universities/Swinburne University led",medium,—,—,—,—,—,—,—,—,—,—,—,—,no,"not publicly available",—,—,"not publicly available",—,"Analysis & Policy Observatory. Provides research and policy resources. No public API identified."
